title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,publisher_cleaned,release_date,ISBN_13
The Tableau Workshop: A practical guide to the art of data visualization with Tableau,"Sumit Gupta, Sylvester Pinto, Shweta Sankhe-Savale",46.99,822,4.7,32,77%,12%,11%,0%,0%,7.5 x 1.86 x 9.25 inches,3.06 pounds,English,"Packt Publishing (April 28, 2022)",Packt Publishing,"April 28, 2022",978-1800207653
"Splunk Operational Intelligence Cookbook: Over 80 recipes for transforming your data into business-critical insights using Splunk, 3rd Edition","Josh Diakun, Paul R Johnson, Derek Mock",54.99,536,4.6,33,71%,20%,5%,4%,0%,7.5 x 1.21 x 9.25 inches,2.01 pounds,English,"Packt Publishing; 3rd Revised edition (May 28, 2018)",Packt Publishing; 3rd Revised edition,"May 28, 2018",978-1788835237
Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R,Yoon Hyup Hwang,45.89,464,4.3,68,58%,25%,8%,7%,3%,7.5 x 1.05 x 9.25 inches,1.74 pounds,English,"Packt Publishing (March 29, 2019)",Packt Publishing,"March 29, 2019",978-1789346343
R for Political Data Science (Chapman & Hall/CRC The R Series),"Francisco Urdinez, Andres Cruz",54.09,460,5,6,100%,0%,0%,0%,0%,7.01 x 1.04 x 10 inches,1.87 pounds,English,"Chapman and Hall/CRC; 1st edition (May 30, 2022)",Chapman and Hall/CRC; 1st edition,"May 30, 2022",978-0367818838
Targeted Learning in Data Science: Causal Inference for Complex Longitudinal Studies (Springer Series in Statistics),"Mark J. van der Laan, Sherri Rose",85.04,682,5,2,100%,0%,0%,0%,0%,6.14 x 1.44 x 9.21 inches,2.61 pounds,English,"Springer; 1st ed. 2018 edition (April 10, 2018)",Springer; 1st ed. 2018 edition,"April 10, 2018",978-3319653037
Integrating Data,"Bill Inmon, Patty Haines, David Rapien",39.95,134,5,3,100%,0%,0%,0%,0%,6 x 0.31 x 9 inches,6.7 ounces,English,"Technics Publications; First edition (August 25, 2022)",Technics Publications; First edition,"August 25, 2022",978-1634622820
R for Health Data Science,"Ewen Harrison, Riinu Pius",73.91,364,4.6,12,82%,18%,0%,0%,0%,7.44 x 0.76 x 9.69 inches,1.72 pounds,English,"Chapman and Hall/CRC; 1st edition (November 17, 2020)",Chapman and Hall/CRC; 1st edition,"November 17, 2020",978-0367428198
Ethics of Data and Analytics: Concepts and Cases,Kirsten Martin,69.95,474,5,1,100%,0%,0%,0%,0%,7 x 0.99 x 10 inches,1.89 pounds,English,"Auerbach Publications; 1st edition (May 13, 2022)",Auerbach Publications; 1st edition,"May 13, 2022",978-1032062938
"Data Visualization with Python for Beginners: Visualize Your Data using Pandas, Matplotlib and Seaborn (Machine Learning & Data Science for Beginners)",AI Publishing,19.99,288,4.1,62,52%,23%,15%,4%,7%,6 x 0.65 x 9 inches,13.6 ounces,English,"AI Publishing LLC (February 14, 2020)",AI Publishing LLC,"February 14, 2020",978-1733042680
Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,Aditya Bhargava,33.99,256,4.6,"1,192",76%,15%,5%,3%,1%,7.38 x 0.4 x 9.25 inches,14.1 ounces,English,"Manning; 1st edition (May 1, 2016)",Manning; 1st edition,"May 1, 2016",978-1617292231
Calling Bullshit: The Art of Skepticism in a Data-Driven World,"Carl T. Bergstrom, Jevin D. West",18,336,4.6,988,73%,17%,7%,2%,1%,5.18 x 0.7 x 8 inches,8 ounces,English,"Random House Trade Paperbacks; Reprint edition (April 20, 2021)",Random House Trade Paperbacks; Reprint edition,"April 20, 2021",978-0525509202
"Practitioner’s Guide to Data Science: Streamlining Data Science Solutions using Python, Scikit-Learn, and Azure ML Service Platform (English Edition)",Nasir Ali Mirza,29.95,242,4.5,4,50%,50%,0%,0%,0%,7.5 x 0.55 x 9.25 inches,15 ounces,English,"BPB Publications (January 17, 2022)",BPB Publications,"January 17, 2022",978-9391392871
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS,Gareth Eagar,39.99,482,4.4,57,65%,22%,7%,2%,3%,7.5 x 1.09 x 9.25 inches,1.81 pounds,English,"Packt Publishing (December 29, 2021)",Packt Publishing,"December 29, 2021",978-1800560413
MongoDB Fundamentals: A hands-on guide to using MongoDB and Atlas in the real world,"Amit Phaltankar, Juned Ahsan, Michael Harrison",41.99,748,4.7,35,72%,28%,0%,0%,0%,7.5 x 1.69 x 9.25 inches,2.78 pounds,English,"Packt Publishing (December 22, 2020)",Packt Publishing,"December 22, 2020",978-1839210648
Secondary Data in Mixed Methods Research (Mixed Methods Research Series),Daphne C. Watkins,45,264,4.5,5,75%,25%,0%,0%,0%,6 x 0.6 x 9 inches,14.8 ounces,English,"SAGE Publications, Inc; 1st edition (June 21, 2022)","SAGE Publications, Inc; 1st edition","June 21, 2022",978-1506389578
Python for Data Science: Comprehensive Guide to Data Science with Python,Alex Campbell,14.95,118,3.8,11,49%,20%,12%,19%,0%,6 x 0.27 x 9 inches,6.1 ounces,English,"Independently published (June 19, 2021)",Independently published,"June 19, 2021",979-8523410147
C++20 STL Cookbook: Leverage the latest features of the STL to solve real-world problems,Bill Weinman,39.99,450,4.6,11,74%,13%,13%,0%,0%,7.5 x 1.02 x 9.25 inches,1.7 pounds,English,"Packt Publishing (May 27, 2022)",Packt Publishing,"May 27, 2022",978-1803248714
The SAGE Handbook of Social Media Research Methods,"Anabel Quan-Haase, Luke Sloan",139.56,768,4.6,3,62%,38%,0%,0%,0%,6.69 x 1.63 x 9.61 inches,3.31 pounds,English,"SAGE Publications Ltd; Second edition (October 6, 2022)",SAGE Publications Ltd; Second edition,"October 6, 2022",978-1529720969
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)",AI Publishing,25.19,304,4.4,59,73%,10%,10%,2%,5%,6 x 0.69 x 9 inches,14.6 ounces,English,"AI Publishing LLC (October 23, 2020)",AI Publishing LLC,"October 23, 2020",978-1734790153
Be Data Driven: How Organizations Can Harness the Power of Data,Jordan Morrow,34.49,240,4,9,72%,14%,14%,0%,0%,6.14 x 0.55 x 9.21 inches,13.1 ounces,English,"Kogan Page; 1st edition (August 30, 2022)",Kogan Page; 1st edition,"August 30, 2022",978-1398606128
Machine Learning Design Interview: Machine Learning System Design Interview,Khang Pham,39.99,210,3.4,69,44%,14%,8%,9%,24%,6 x 0.48 x 9 inches,11.8 ounces,English,"Independently published (April 29, 2022)",Independently published,"April 29, 2022",979-8813031571
"Analytics, Data Science, & Artificial Intelligence: Systems for Decision Support","Ramesh Sharda, Dursun Delen, Efraim Turban",223,832,4.3,36,68%,15%,7%,10%,0%,1.55 x 8.45 x 10.35 inches,3.53 ounces,English,"Pearson; 11th edition (February 11, 2019)",Pearson; 11th edition,"February 11, 2019",978-0135192016
Hands-On Business Intelligence with Qlik Sense: Implement self-service data analytics with insights and guidance from Qlik Sense experts,"Kaushik Solanki, Jerry Dimaso, Pablo Labbe",41.99,442,3.7,24,33%,30%,21%,6%,10%,7.5 x 1 x 9.25 inches,1.66 pounds,English,"Packt Publishing (February 28, 2019)",Packt Publishing,"February 28, 2019",978-1789800944
"Extending Power BI with Python and R: Ingest, transform, enrich, and visualize data using the power of analytical languages","Luca Zavarella, Francesca Lazzeri",40.66,558,4.4,25,72%,11%,11%,6%,0%,7.5 x 1.26 x 9.25 inches,2.09 pounds,English,"Packt Publishing (November 26, 2021)",Packt Publishing,"November 26, 2021",978-1801078207
Data Science For Dummies,Lillian Pierson,8.75,408,4.4,72,63%,20%,12%,3%,2%,7.4 x 0.78 x 9.3 inches,0.035 ounces,English,"For Dummies; 1st edition (March 9, 2015)",For Dummies; 1st edition,"March 9, 2015",978-1118841556
Cracking the Coding Interview: 189 Programming Questions and Solutions,Gayle Laakmann McDowell,35.95,687,4.7,"7,953",81%,12%,4%,1%,2%,7 x 1.59 x 10 inches,2.69 pounds,English,"CareerCup; 6th edition (July 1, 2015)",CareerCup; 6th edition,"July 1, 2015",978-0984782857
The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting,David Ping,54.99,442,4.6,41,77%,17%,5%,0%,0%,7.5 x 1 x 9.25 inches,1.66 pounds,English,"Packt Publishing (January 21, 2022)",Packt Publishing,"January 21, 2022",978-1801072168
Data Science in Chemistry (De Gruyter Textbook),Thorsten Gressling,52.64,330,4.5,6,50%,50%,0%,0%,0%,6.7 x 1.3 x 9.4 inches,1.99 pounds,English,"De Gruyter (November 23, 2020)",De Gruyter,"November 23, 2020",978-3110629392
The Handbook of Data Science and AI: Generate Value from Data with Machine Learning and Data Analytics,"Stefan Papp, Wolfgang Weidinger, Katherine Munro, Bernhard Ortner, Annalisa Cadonna, Georg Langs, Roxane Licandro, Mario Meir-Huber, Danko Nikolić, Zoltan Toth, Barbora Vesela, Rania Wazir, Günther Zauner",42.49,576,4.6,11,75%,13%,12%,0%,0%,6.81 x 1.38 x 9.53 inches,2.4 pounds,English,"Hanser Publications (April 28, 2022)",Hanser Publications,"April 28, 2022",978-1569908860
Learning Qlik® Sense: The Official Guide,Christopher Ilacqua,46.99,230,3.5,22,36%,21%,17%,8%,18%,7.5 x 0.52 x 9.25 inches,14.2 ounces,English,"Packt Publishing (February 6, 2015)",Packt Publishing,"February 6, 2015",978-1782173359
Introduction to Probability for Data Science,Stanley Chan,70,704,4.9,10,86%,14%,0%,0%,0%,7 x 1.7 x 10 inches,3.25 pounds,English,"Michigan Publishing Services (November 5, 2021)",Michigan Publishing Services,"November 5, 2021",978-1607857464
The Foundations of Statistics,Leonard J. Savage,11.89,310,4.6,105,73%,17%,6%,2%,3%,5.43 x 0.73 x 8.49 inches,12.6 ounces,English,"Dover Publications; 2nd Revised ed. edition (June 1, 1972)",Dover Publications; 2nd Revised ed. edition,"June 1, 1972",978-0486623498
"Google BigQuery: The Definitive Guide: Data Warehousing, Analytics, and Machine Learning at Scale","Valliappa Lakshmanan, Jordan Tigani",29.99,522,4.5,105,71%,19%,5%,3%,2%,7.01 x 1 x 9.17 inches,1.81 pounds,English,"O'Reilly Media; 1st edition (November 19, 2019)",O'Reilly Media; 1st edition,"November 19, 2019",978-1492044468
Automated Machine Learning in Action,"Qingquan Song, Haifeng Jin, Xia Hu",44.99,336,4.5,4,50%,50%,0%,0%,0%,7.38 x 0.9 x 9.25 inches,1.37 pounds,English,"Manning (June 7, 2022)",Manning,"June 7, 2022",978-1617298059
"Mastering PostgreSQL 13: Build, administer, and maintain database applications efficiently with PostgreSQL 13, 4th Edition",Hans-Jurgen Schonig,41.99,476,4.2,38,65%,12%,12%,8%,4%,7.5 x 1.08 x 9.25 inches,1.79 pounds,English,"Packt Publishing; 4th ed. edition (November 13, 2020)",Packt Publishing; 4th ed. edition,"November 13, 2020",978-1800567498
Pro DAX and Data Modeling in Power BI: Creating the Perfect Semantic Layer to Drive Your Dashboard Analytics,Adam Aspin,54.99,488,5,2,100%,0%,0%,0%,0%,7 x 0.99 x 10 inches,2.04 pounds,English,"Apress; 1st ed. edition (November 26, 2022)",Apress; 1st ed. edition,"November 26, 2022",978-1484289945
SQL for Beginners: An Informative and In-depth Guide to SQL Programming,Chad Knowles,15.89,159,4.8,197,92%,3%,5%,0%,0%,6 x 0.36 x 9 inches,8.4 ounces,English,"Independently published (October 3, 2022)",Independently published,"October 3, 2022",979-8355977658
Introduction to Biomedical Data Science,"Robert Hoyt, Robert Muenchen",64.95,258,5,7,100%,0%,0%,0%,0%,8.5 x 0.59 x 10.98 inches,1.33 pounds,English,"Lulu.com (November 24, 2019)",Lulu.com,"November 24, 2019",978-1794761735
Game Data Science,"Magy Seif El-Nasr, Truong-Huy D. Nguyen, Alessandro Canossa, Anders Drachen",52.79,416,5,6,100%,0%,0%,0%,0%,6.3 x 0.8 x 9.3 inches,1.5 pounds,English,"Oxford University Press (December 14, 2021)",Oxford University Press,"December 14, 2021",978-0192897886
Algorithms For Dummies (For Dummies (Computer/Tech)),"John Paul Mueller, Luca Massaron",22.49,448,4.8,5,75%,25%,0%,0%,0%,7.38 x 1.01 x 9.25 inches,1.25 pounds,English,"For Dummies; 2nd edition (April 15, 2022)",For Dummies; 2nd edition,"April 15, 2022",978-1119869986
Foundational Python for Data Science (Addison-Wesley Data & Analytics Series),Kennedy Behrman,24,256,4.4,8,55%,28%,17%,0%,0%,7 x 0.6 x 9 inches,14.8 ounces,English,"Pearson; 1st edition (October 7, 2021)",Pearson; 1st edition,"October 7, 2021",978-0136624356
"The Digital Mindset: What It Really Takes to Thrive in the Age of Data, Algorithms, and AI","Paul Leonardi, Tsedal Neeley",19.69,272,4.4,73,68%,17%,8%,5%,3%,6.5 x 1 x 9.5 inches,1.1 pounds,English,"Harvard Business Review Press (May 10, 2022)",Harvard Business Review Press,"May 10, 2022",978-1647820107
Essential Calculus Skills Practice Workbook with Full Solutions,Chris McMullen,9.99,151,4.6,"1,537",74%,16%,7%,1%,2%,8 x 0.35 x 10 inches,11 ounces,English,"Zishka Publishing (August 16, 2018)",Zishka Publishing,"August 16, 2018",978-1941691243
Raise Your Analytics Game: From Excel to PowerBI,"Ali Noorani, Muneeba Sirshar",25.57,260,5,1,100%,0%,0%,0%,0%,8.5 x 0.62 x 11 inches,1.66 pounds,English,"Independently published (May 25, 2022)",Independently published,"May 25, 2022",979-8424534461
"Machine Learning with R: Expert techniques for predictive modeling, 3rd Edition",Brett Lantz,37.99,458,4.6,237,78%,13%,5%,2%,2%,7.5 x 1.04 x 9.25 inches,1.72 pounds,English,"Packt Publishing; 3rd edition (April 15, 2019)",Packt Publishing; 3rd edition,"April 15, 2019",978-1788295864
Data Structures and Algorithms with Python (Undergraduate Topics in Computer Science),"Kent D. D. Lee, Steve Hubbard",59.45,378,4.4,28,63%,19%,16%,2%,0%,6.1 x 0.86 x 9.25 inches,14.17 pounds,English,"Springer; 2015th edition (January 22, 2015)",Springer; 2015th edition,"January 22, 2015",978-3319130712
"Tableau Prep Cookbook: Use Tableau Prep to clean, combine, and transform your data for analysis",Hendrik Kleine,41.99,288,4.1,17,63%,19%,18%,0%,0%,7.5 x 0.65 x 9.25 inches,1.1 pounds,English,"Packt Publishing (March 19, 2021)",Packt Publishing,"March 19, 2021",978-1800563766
"Data Sketches: A journey of imagination, exploration, and beautiful data visualizations (AK Peters Visualization Series)","Nadieh Bremer, Shirley Wu",40.94,428,4.5,94,76%,12%,5%,4%,4%,9.25 x 1.5 x 10.75 inches,4.23 pounds,English,"A K Peters/CRC Press; 1st edition (February 9, 2021)",A K Peters/CRC Press; 1st edition,"February 9, 2021",978-0367000080
Data Science for Engineers,"Raghunathan Rengaswamy, Resmi Suresh",120,360,5,1,100%,0%,0%,0%,0%,6.14 x 1 x 9.21 inches,1.83 pounds,English,"CRC Press; 1st edition (December 16, 2022)",CRC Press; 1st edition,"December 16, 2022",978-0367754266
Quantitative Social Science: An Introduction in tidyverse,"Kosuke Imai, Nora Webb Williams",49.99,488,4.1,7,63%,18%,18%,0%,0%,6.75 x 1 x 9.75 inches,2.25 pounds,English,"Princeton University Press (August 2, 2022)",Princeton University Press,"August 2, 2022",978-0691222288
Decolonizing Data: Unsettling Conversations about Social Research Methods,Jacqueline M. Quinless,24.95,172,4.6,9,75%,11%,15%,0%,0%,6 x 0.5 x 8.9 inches,10.2 ounces,English,"University of Toronto Press (February 15, 2022)",University of Toronto Press,"February 15, 2022",978-1487523336
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"Sebastian Raschka, Yuxi Liu, Vahid Mirjalili",39.02,774,4.6,164,80%,11%,4%,3%,3%,7.5 x 1.75 x 9.25 inches,2.88 pounds,English,"Packt Publishing (February 25, 2022)",Packt Publishing,"February 25, 2022",978-1801819312
ColorWise: A Data Storyteller's Guide to the Intentional Use of Color,Kate Strachnyi,29.99,165,4.3,28,58%,20%,12%,9%,0%,6 x 0.46 x 9 inches,10.9 ounces,English,"O'Reilly Media; 1st edition (December 20, 2022)",O'Reilly Media; 1st edition,"December 20, 2022",978-1492097846
Data Science (The MIT Press Essential Knowledge series),"John D. Kelleher, Brendan Tierney",9.69,280,4.5,404,67%,21%,7%,3%,2%,5 x 0.57 x 6.9 inches,8.8 ounces,English,"The MIT Press; Illustrated edition (April 13, 2018)",The MIT Press; Illustrated edition,"April 13, 2018",978-0262535434
Deep Learning: Engage the World Change the World,"Michael Fullan, Joanne Quinn, Joanne J. McEachen",5.33,208,4.5,74,72%,14%,7%,2%,4%,7 x 0.47 x 10 inches,15.5 ounces,English,"Corwin; First edition (December 15, 2017)",Corwin; First edition,"December 15, 2017",978-1506368580
Machine Learning in Finance: From Theory to Practice,"Matthew F. Dixon, Igor Halperin, Paul Bilokon",55.18,573,4.5,93,78%,7%,7%,4%,4%,6.14 x 1.25 x 9.21 inches,2.25 pounds,English,"Springer; 1st ed. 2020 edition (July 2, 2020)",Springer; 1st ed. 2020 edition,"July 2, 2020",978-3030410674
Practical Deep Learning at Scale with MLflow: Bridge the gap between offline experimentation and online production,"Yong Liu, Dr. Matei Zaharia",44.99,288,4.8,8,83%,17%,0%,0%,0%,7.5 x 0.65 x 9.25 inches,1.1 pounds,English,"Packt Publishing (July 8, 2022)",Packt Publishing,"July 8, 2022",978-1803241333
